,p1_wins,p2_wins,no_one_wins,winner
0,0.0,0.0,0.0,
1,0.006389776357827476,0.9904153354632588,0.003194888178913738,1.0
2,0.006389776357827476,0.9904153354632588,0.003194888178913738,2.0
3,0.006389776357827476,0.9904153354632588,0.003194888178913738,2.0
4,0.009584664536741214,0.987220447284345,0.003194888178913738,1.0
5,0.012779552715654952,0.9840255591054313,0.003194888178913738,1.0
6,0.01597444089456869,0.9808306709265175,0.003194888178913738,1.0
7,0.019169329073482427,0.9776357827476039,0.003194888178913738,1.0
8,0.019169329073482427,0.9776357827476039,0.003194888178913738,2.0
9,0.022364217252396165,0.9744408945686901,0.003194888178913738,1.0
10,0.025559105431309903,0.9712460063897763,0.003194888178913738,1.0
11,0.025559105431309903,0.9712460063897763,0.003194888178913738,2.0
12,0.02875399361022364,0.9680511182108626,0.003194888178913738,1.0
13,0.02875399361022364,0.9680511182108626,0.003194888178913738,2.0
14,0.03194888178913738,0.9648562300319489,0.003194888178913738,1.0
15,0.03194888178913738,0.9648562300319489,0.003194888178913738,2.0
16,0.03194888178913738,0.9648562300319489,0.003194888178913738,2.0
17,0.03514376996805112,0.9616613418530351,0.003194888178913738,1.0
18,0.038338658146964855,0.9584664536741214,0.003194888178913738,1.0
19,0.038338658146964855,0.9584664536741214,0.003194888178913738,2.0
20,0.038338658146964855,0.9584664536741214,0.003194888178913738,2.0
21,0.04153354632587859,0.9552715654952076,0.003194888178913738,1.0
22,0.04153354632587859,0.952076677316294,0.006389776357827476,0.0
23,0.04472843450479233,0.9488817891373802,0.006389776357827476,1.0
24,0.04792332268370607,0.9456869009584664,0.006389776357827476,1.0
25,0.04792332268370607,0.9456869009584664,0.006389776357827476,2.0
26,0.051118210862619806,0.9424920127795527,0.006389776357827476,1.0
27,0.054313099041533544,0.939297124600639,0.006389776357827476,1.0
28,0.054313099041533544,0.939297124600639,0.006389776357827476,2.0
29,0.05750798722044728,0.9361022364217252,0.006389776357827476,1.0
30,0.06070287539936102,0.9329073482428115,0.006389776357827476,1.0
31,0.06389776357827476,0.9297124600638977,0.006389776357827476,1.0
32,0.0670926517571885,0.9265175718849841,0.006389776357827476,1.0
33,0.07028753993610223,0.9233226837060703,0.006389776357827476,1.0
34,0.07348242811501597,0.9201277955271565,0.006389776357827476,1.0
35,0.07667731629392971,0.9169329073482428,0.006389776357827476,1.0
36,0.07987220447284345,0.9137380191693291,0.006389776357827476,1.0
37,0.08306709265175719,0.9105431309904153,0.006389776357827476,1.0
38,0.08626198083067092,0.9073482428115016,0.006389776357827476,1.0
39,0.08626198083067092,0.9073482428115016,0.006389776357827476,2.0
40,0.08945686900958466,0.9041533546325878,0.006389776357827476,1.0
41,0.08945686900958466,0.9041533546325878,0.006389776357827476,2.0
42,0.08945686900958466,0.9041533546325878,0.006389776357827476,2.0
43,0.0926517571884984,0.9009584664536742,0.006389776357827476,1.0
44,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
45,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
46,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
47,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
48,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
49,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
50,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
51,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
52,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
53,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
54,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
55,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
56,0.0926517571884984,0.9009584664536742,0.006389776357827476,2.0
57,0.09584664536741214,0.8977635782747604,0.006389776357827476,1.0
58,0.09904153354632587,0.8945686900958466,0.006389776357827476,1.0
59,0.09904153354632587,0.8945686900958466,0.006389776357827476,2.0
60,0.09904153354632587,0.8945686900958466,0.006389776357827476,2.0
61,0.09904153354632587,0.8945686900958466,0.006389776357827476,2.0
62,0.10223642172523961,0.8913738019169329,0.006389776357827476,1.0
63,0.10543130990415335,0.8881789137380192,0.006389776357827476,1.0
64,0.10543130990415335,0.8881789137380192,0.006389776357827476,2.0
65,0.10862619808306709,0.8849840255591054,0.006389776357827476,1.0
66,0.11182108626198083,0.8817891373801917,0.006389776357827476,1.0
67,0.11501597444089456,0.8785942492012779,0.006389776357827476,1.0
68,0.1182108626198083,0.8753993610223643,0.006389776357827476,1.0
69,0.1182108626198083,0.8753993610223643,0.006389776357827476,2.0
70,0.12140575079872204,0.8722044728434505,0.006389776357827476,1.0
71,0.12140575079872204,0.8722044728434505,0.006389776357827476,2.0
72,0.12140575079872204,0.8722044728434505,0.006389776357827476,2.0
73,0.12140575079872204,0.8722044728434505,0.006389776357827476,2.0
74,0.12140575079872204,0.8722044728434505,0.006389776357827476,2.0
75,0.12460063897763578,0.8690095846645367,0.006389776357827476,1.0
